,accuracy,loss,training_time,cpu_used
0,0.9365000128746033,2.7914295196533203,34.60328269004822,6.0
1,0.9412500262260437,1.6670223474502563,34.60328269004822,6.0
2,0.9432500004768372,1.2885991334915161,34.60328269004822,6.0
3,0.9419999718666077,1.234474778175354,34.60328269004822,6.0
4,0.9470000267028809,0.8750298023223877,34.60328269004822,6.0
5,0.9461249709129333,0.8914775252342224,34.60328269004822,6.0
6,0.950124979019165,0.6284228563308716,34.60328269004822,6.0
7,0.949874997138977,0.5837108492851257,34.60328269004822,6.0
8,0.9487500190734863,0.49987128376960754,34.60328269004822,6.0
9,0.9545000195503235,0.38188058137893677,34.60328269004822,6.0
10,0.9523749947547913,0.4029315710067749,34.60328269004822,6.0
11,0.9572499990463257,0.27869126200675964,34.60328269004822,6.0
12,0.9588750004768372,0.23712483048439026,34.60328269004822,6.0
13,0.9605000019073486,0.21257463097572327,34.60328269004822,6.0
14,0.9623749852180481,0.19056600332260132,34.60328269004822,6.0
15,0.9647499918937683,0.16013361513614655,34.60328269004822,6.0
16,0.9636250138282776,0.17361924052238464,34.60328269004822,6.0
17,0.9672499895095825,0.14486032724380493,34.60328269004822,6.0
18,0.9679999947547913,0.1510024517774582,34.60328269004822,6.0
19,0.9673749804496765,0.14210961759090424,34.60328269004822,6.0
20,0.9667500257492065,0.14534059166908264,34.60328269004822,6.0
21,0.9666249752044678,0.1450624018907547,34.60328269004822,6.0
22,0.9674999713897705,0.140789195895195,34.60328269004822,6.0
23,0.9671249985694885,0.14401011168956757,34.60328269004822,6.0
24,0.9676250219345093,0.13445831835269928,34.60328269004822,6.0
25,0.9676250219345093,0.13491712510585785,34.60328269004822,6.0
26,0.9677500128746033,0.1356423795223236,34.60328269004822,6.0
27,0.9697499871253967,0.11935575306415558,34.60328269004822,6.0
28,0.9678750038146973,0.12873364984989166,34.60328269004822,6.0
29,0.9714999794960022,0.119557686150074,34.60328269004822,6.0
30,0.968625009059906,0.12347790598869324,34.60328269004822,6.0
31,0.9692500233650208,0.12188459187746048,34.60328269004822,6.0
32,0.9698749780654907,0.12033715099096298,34.60328269004822,6.0
33,0.9710000157356262,0.11710070818662643,34.60328269004822,6.0
34,0.9700000286102295,0.1214267835021019,34.60328269004822,6.0
35,0.968999981880188,0.1193045824766159,34.60328269004822,6.0
36,0.9692500233650208,0.1194675862789154,34.60328269004822,6.0
37,0.9706249833106995,0.11554325371980667,34.60328269004822,6.0
38,0.969124972820282,0.11990576982498169,34.60328269004822,6.0
39,0.9707499742507935,0.11273568868637085,34.60328269004822,6.0
40,0.9697499871253967,0.11385064572095871,34.60328269004822,6.0
41,0.9707499742507935,0.11417411267757416,34.60328269004822,6.0
42,0.9712499976158142,0.11169349402189255,34.60328269004822,6.0
43,0.9708750247955322,0.11588136851787567,34.60328269004822,6.0
44,0.9700000286102295,0.12296095490455627,34.60328269004822,6.0
45,0.9721249938011169,0.11316517740488052,34.60328269004822,6.0
46,0.971875011920929,0.11091674864292145,34.60328269004822,6.0
47,0.9700000286102295,0.11000216752290726,34.60328269004822,6.0
48,0.9714999794960022,0.11178051680326462,34.60328269004822,6.0
49,0.9712499976158142,0.11197146773338318,34.60328269004822,6.0
